@relation ‘jgroups’

@attribute fix {False,True}
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entrophy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug {False,True}
@attribute author_date_unix_timestamp numeric

@data
False,1,1,1,0,3,3,784,11,15.65060185,86,7966,1.063895306,4909,False,1177016425
False,1,1,1,0,3,3,180,11,0,17,7967,0,945,False,1177016477
False,1,3,3,0.404836162,172,153,1089.666667,11,0,281,7969,0,4912,True,1177016588
False,1,1,1,0,186,307,1256,9,15.60327546,72,7971,1.064089108,4913,True,1177016699
False,1,1,1,0,179,116,892,11,30.49230324,20,7972,1.032795161,1510,True,1177016715
False,1,1,1,0,136,0,136,1,0,1,7973,0,4914,True,1177049955
False,1,1,1,0,10,2,272,1,4.079803241,2,7974,1.24510986,4915,False,1177402450
False,1,1,1,0,10,6,1322,11,0,157,7975,0,4916,False,1177402987
False,1,1,1,0,216,0,0,1,0,0,7976,0,1511,False,1177414535
False,1,1,1,0,54,17,432,1,0.035833333,2,7977,28.90697674,1512,False,1177417631
False,1,1,1,0,2,1,506,1,0.062592593,4,7978,16.97633136,1513,False,1177423039
False,1,1,1,0,166,115,1884,11,10.93606481,104,341,1.09144057,191,False,1177531571
False,1,1,1,0,4,3,2964,11,41.12969907,196,342,1.024313331,192,False,1177531650
False,1,1,1,0,2,2,994,11,5.966736111,8,343,1.167595815,193,True,1177531765
False,1,1,1,0,2,2,1844,11,20.54429398,60,344,1.048675316,91,False,1177531819
False,1,1,1,0,4,4,2966,11,0.766527778,198,7979,2.304584164,4917,False,1177597878
False,1,1,1,0,3,3,2966,11,0.001087963,200,7980,920.1489362,4918,False,1177597972
False,1,1,1,0,12,5,498,11,10.49833333,38,7981,1.095253215,4919,False,1177654872
False,1,1,1,0,135,1,770,11,90.8352662,20,7982,1.01100894,1514,False,1177654886
False,1,49,49,5.252309551,336,374,992.7755102,11,0,3563,8007,0,4968,True,1177660758
False,2,3,3,1.034014093,246,247,193.3333333,10,170.8654977,10,8033,1.005410563,4970,True,1177665855
False,1,3,3,1.248457764,47,5,502.6666667,11,405.9539313,188,8036,1.001094902,4973,False,1177671971
False,1,1,1,0,29,7,1596,11,0.148518519,148,8038,7.733167082,4974,False,1177673590
False,1,1,1,0,12,17,1635,11,0,151,8039,0,4975,False,1177674926
False,1,1,1,0,15,19,1626,11,0,153,8040,0,4976,True,1177687393
True,1,1,1,0,2,2,2998,11,0,257,345,0,194,False,1177687931
False,1,1,1,0,17,24,2998,11,2.528715278,258,8041,1.395457729,4977,True,1177906412
False,1,1,1,0,4,2,1136,11,2.869594907,24,8042,1.348481243,4978,False,1177908691
False,1,1,1,0,2,2,2984,11,0.037025463,260,8043,28.00844014,4979,False,1177909611
False,1,1,1,0,23,16,1629,11,0,155,8044,0,4980,False,1177918015
False,1,1,1,0,26,41,1636,11,0.044722222,156,8045,23.36024845,4981,False,1177921879
False,1,1,1,0,3,3,140,11,0,9,8046,0,392,False,1177934022
False,1,1,1,0,7,4,2067,11,0,69,346,0,92,False,1177943132
False,1,1,1,0,2,1,1606,11,0.266238426,158,8047,4.756031822,4982,False,1177944882
False,1,1,1,0,3,3,1218,10,120.3145833,40,347,1.008311544,93,False,1177946325
False,1,1,1,0,40,19,2984,11,0.429143519,262,8048,3.330222774,4983,False,1177946689
False,1,1,1,0,2,6,3854,11,0,265,8049,0,4984,False,1178008096
False,1,1,1,0,15,3,96,10,143.9709259,10,8050,1.006945847,946,False,1178008824
False,2,9,9,2.642022224,75,79,869.7777778,11,0,495,8055,0,4992,True,1178010917
False,1,1,1,0,1,2,3849,11,0,267,8060,0,4993,False,1178011007
False,1,1,1,0,0,107,107,4,0,9,8061,0,4994,False,1178014847
False,1,1,1,0,0,6,454,11,27.17809028,48,8062,1.036794344,393,False,1178016787
False,2,34,34,5.032738433,87,87,1134.294118,11,0,2186,8079.5,0,1516,True,1178016909
False,2,2,2,0.811278124,9,3,954,11,0,158,8097.5,0,5027,True,1178017217
True,1,1,1,0,2,2,122,11,0.658032407,16,8099,2.519681992,949,False,1178074071
False,1,1,1,0,59,47,1620,11,0,163,8100,0,5028,True,1178105688
False,1,1,1,0,15,24,503,11,0,41,8101,0,5029,False,1178109290
False,1,1,1,0,3,1,1016,9,0,75,8102,0,5030,False,1178115911
False,1,1,1,0,6,2,3026,11,1.959259259,264,8103,1.510396975,5031,False,1178115969
False,1,1,1,0,4,4,494,11,0.090266204,42,8104,12.07834338,5032,False,1178117089
False,1,1,1,0,22,7,509,11,0,45,8106,0,5034,False,1178120002
False,1,1,1,0,3,3,1038,11,5.38337963,22,8107,1.185756916,1517,False,1178120010
False,1,1,1,0,31,31,3034,11,0.801435185,268,8108,2.247761539,5035,False,1178186413
False,1,1,1,0,1,2,3033,11,0,271,8109,0,5036,False,1178186445
False,1,1,1,0,3,6,1607,11,0,33,8110,0,5037,False,1178189961
False,1,1,1,0,3,3,3032,11,0.221458333,272,8111,5.515522107,5038,False,1178205579
False,1,1,1,0,7,8,1018,9,1.038993056,76,8112,1.962470341,5039,False,1178205680
False,1,1,1,0,3,3,1016,9,0,79,8113,0,5040,False,1178206058
False,1,1,1,0,2,4,3030,11,0,275,8114,0,5041,True,1178208054
False,1,1,1,0,5,3,1016,9,0.023483796,80,8115,43.58255298,5042,False,1178208087
False,1,3,3,1.426199408,14,18,1518,11,47.96294753,116,8117,1.035220044,1520,False,1178219626
False,1,1,1,0,107,0,107,1,0,1,8119,0,1521,True,1178221875
False,1,1,1,0,20,3,214,1,0.002615741,2,8120,383.300885,1522,False,1178222101
False,1,1,1,0,36,7,248,1,0.015810185,4,8121,64.25036603,1523,False,1178223467
False,1,1,1,0,73,20,359,1,0,7,8122,0,1524,False,1178257648
False,1,1,1,0,4,2,3848,11,2.889988426,268,8123,1.346022147,5043,False,1178260702
False,1,1,1,0,7,10,3849,11,0,271,8124,0,5044,False,1178261207
False,1,1,1,0,2,6,3846,11,0.003622685,272,8125,277.0383387,5045,False,1178261520
False,1,1,1,0,32,29,3841,11,0,275,8126,0,5046,False,1178265594
False,1,1,1,0,4,6,1930,11,0,269,8127,0,5047,False,1178269194
False,1,1,1,0,15,11,3844,11,0.049490741,276,8128,21.20579981,5048,False,1178269870
False,1,1,1,0,44,70,1928,11,0.084560185,270,8129,12.82589652,5049,False,1178276500
False,1,1,1,0,70,0,0,1,0,0,8130,0,1525,False,1178277876
True,1,1,1,0,8,8,1018,11,14.61269676,22,8131,1.068433638,1526,False,1178279252
False,1,2,2,0.92429098,99,10,206,1,0.125179398,8,8132.5,4.994267486,1528,False,1178279279
False,1,1,1,0,27,4,140,1,0.058518519,2,8134,18.08860759,1529,False,1178282932
False,1,1,1,0,2,1,186,1,0.000532407,4,8135,1879.26087,1530,False,1178282978
False,1,1,1,0,3,3,188,1,0,7,8136,0,1531,False,1178283117
False,1,1,1,0,29,7,166,1,0,3,8137,0,1532,False,1178283504
False,1,1,1,0,4,7,188,1,0.003530093,4,8138,284.2786885,1533,False,1178283809
False,1,1,1,0,1,3,182,1,0.1159375,6,8139,9.625336927,1534,False,1178293826
False,1,1,1,0,1,5,692,11,8.452789352,50,8140,1.118304143,5050,False,1178391079
False,1,1,1,0,5,5,356,11,8.453240741,48,8141,1.118297826,5051,False,1178391118
False,1,1,1,0,3,3,870,10,192.4363542,32,8142,1.005196523,5052,False,1178391138
False,1,1,1,0,19,5,3852,11,1.417314815,278,8143,1.705559548,5053,True,1178392326
False,1,1,1,0,2,2,3880,11,0.012407407,280,8144,81.59701493,5054,True,1178393398
False,1,1,1,0,31,29,1634,11,0,165,8145,0,5055,False,1178531723
False,1,2,2,0.954434003,2,6,140,8,618.8170023,22,8146.5,1.00121199,5057,False,1178531737
False,2,3,3,1.521338928,343,1058,788.6666667,11,80.58914738,126,349,1.040841408,94,True,1178555801
False,1,1,1,0,3,4,807,10,0,51,351,0,27,False,1178555864
False,1,1,1,0,3,3,454,11,0.028449074,48,8148,36.15052889,5058,False,1178558259
False,2,2,2,0.99964375,43,2,1600,11,11.15449074,210,352.5,1.049773232,95,False,1178568217
False,1,1,1,0,4,4,128,11,48.5800463,22,8149,1.020584583,394,False,1178583757
False,1,7,7,2.471953654,80,80,232.5714286,11,40.10797784,166,8153,1.008192675,401,False,1178583820
False,2,2,2,0.543564443,13,3,1641,11,0.307951389,214,354.5,3.435449318,96,False,1178594824
False,1,1,1,0,29,66,2196,11,18.3653588,108,356,1.054450338,197,True,1178595206
False,1,1,1,0,4,6,74,10,150.8074769,16,357,1.006630971,28,False,1178595489
False,1,2,2,0.939364531,71,61,468,11,0.934861111,126,358.5,1.794242246,199,False,1178637802
False,1,1,1,0,7,18,568,11,0.005208333,78,360,193,200,False,1178638252
False,1,1,1,0,65,47,3028,11,5.085659722,276,8157,1.196631323,5059,False,1178647455
False,1,8,8,2.609809879,47,29,1994.25,11,14.5163397,1116,364.5,1.012417749,208,True,1178650022
False,1,1,1,0,6,4,3258,11,0,261,8158,0,5060,True,1178650590
False,1,2,2,0.940285959,13,15,467,11,0.155173611,132,369.5,5.888294856,210,True,1178651434
False,1,1,1,0,70,44,1876,11,5.336099537,272,371,1.187402801,211,False,1178737539
False,1,1,1,0,8,11,542,11,1.113043981,82,8159,1.898437094,5061,False,1178747601
True,1,2,2,0.721928095,11,9,2836,11,6.282424769,426,8160.5,1.098899412,5063,True,1178748109
True,2,4,4,1.805843768,23,9,1301.5,11,66.09654803,352,8163.5,21.71412194,1535,True,1178749152
True,2,11,11,1.611686586,36,1071,1388.909091,11,196.0858786,564,8171,1.007492644,1536,True,1178751470
True,1,16,16,3.344528027,63,110,1353.5,11,117.0067824,1090,8184.5,1.002301446,5092,True,1178754619
True,1,1,1,0,3,3,1512,11,2.005416667,192,372,1.498649491,15,False,1178768092
False,1,1,1,0,46,72,1928,11,0.359606481,274,8193,3.780817509,5093,True,1178768609
False,1,1,1,0,15,13,390,11,0,57,373,0,212,True,1178772047
False,1,2,2,0.784519139,37,40,1709,11,1.937337963,320,8194.5,1.283973941,5095,True,1178810557
False,1,1,1,0,19,15,4572,11,0.688275463,244,8196,2.452906654,5096,False,1178814086
False,1,2,2,1,6,6,1385,11,0.371539352,198,8197.5,12.12786171,5098,False,1178814689
False,1,2,2,0.356780014,0,370,370,10,275.6330208,34,8199.5,1.002246343,5100,False,1178814908
False,1,1,1,0,0,115,115,7,0,11,8201,0,1537,False,1178815069
False,1,2,2,0.894451885,14,31,959.5,11,0,52,8202.5,0,5102,True,1178815324
False,1,1,1,0,5,5,3840,11,1.633981481,286,8204,1.61200204,5103,False,1178895795
False,2,2,2,0.591672779,7,7,701,10,251.6541204,108,8205.5,1.004487673,1538,False,1178900718
False,1,1,1,0,24,1,1138,11,37.47114583,40,8207,1.026687201,1539,False,1178901720
False,1,1,1,0,110,6,396,10,261.5620486,6,8208,1.003823185,1540,False,1179346874
True,1,1,1,0,12,17,1268,11,136.2975,48,8209,1.007336892,5105,False,1179346927
False,1,1,1,0,5,4,602,10,6.225416667,78,8210,1.160631818,5106,False,1179438594
False,1,2,2,0.733537929,32,2,992,11,6.223680556,76,8211.5,1.120432689,1542,False,1179438945
False,1,1,1,0,968,1146,2374,11,19.26638889,88,374,1.051903863,213,True,1180314638
False,1,1,1,0,3,4,1511,11,0,195,8213,0,128,False,1180314909
False,1,1,1,0,9,2,1517,11,0,197,8214,0,129,False,1180316114
False,1,1,1,0,2,2,1524,11,0,199,8215,0,130,False,1180316308
False,1,1,1,0,6,3,1524,11,0.00287037,200,8216,349.3870968,131,False,1180316556
False,1,1,1,0,14,8,2000,11,19.8984838,108,375,1.050255085,214,False,1180369251
False,1,4,4,1.523985566,93,23,1093.5,11,31.29850116,390,8218.5,1.014011047,5110,False,1180426370
False,1,2,2,0.985228136,3,4,698.5,11,0,24,8221.5,0,5112,True,1180433447
False,1,1,1,0,2,4,3118,11,0.106747685,280,8223,10.36788464,5113,True,1180435593
False,1,1,1,0,5,6,1084,11,0.11619213,84,8224,9.606434904,5114,False,1180436409
False,1,1,1,0,3,6,1527,11,0,203,8225,0,132,False,1180436627
False,1,1,1,0,12,2,1092,11,0,87,8226,0,5115,False,1180443845
False,1,1,1,0,3,7,1098,11,0,89,8227,0,5116,False,1180448045
False,1,1,1,0,43,49,3834,11,0,289,8228,0,5117,True,1180507665
False,1,1,1,0,9,1,1002,11,0,35,8229,0,1543,False,1180521112
False,1,1,1,0,16,17,1777,11,0,157,8230,0,5118,False,1180523909
False,1,1,1,0,59,53,1782,11,0,159,8231,0,5119,True,1180528056
False,1,1,1,0,15,21,1842,11,26.77570602,64,376,1.037347288,97,False,1180533047
False,1,1,1,0,52,0,0,1,0,0,8232,0,950,False,1180540565
True,1,1,1,0,11,2,1885,11,0,277,377,0,215,False,1180554502
False,1,1,1,0,10,10,1894,11,0,279,8233,0,5120,False,1180557417
False,1,1,1,0,9,8,1789,11,0,161,8234,0,5121,True,1180597827
False,1,1,1,0,2,1,104,1,0.750613426,2,8235,2.33224369,951,False,1180605418
True,1,1,1,0,104,135,1790,11,0.088657407,162,8236,12.27937337,5122,True,1180605487
False,1,1,1,0,75,0,0,1,0,0,6,0,2,False,1180617860
False,1,1,1,0,16,9,1830,11,1.173414352,66,378,1.852213882,98,False,1180634430
False,1,1,1,0,7,6,280,10,78.22237269,14,379,1.012784066,99,False,1180714299
False,1,2,2,0.918295834,10,8,2368,11,0,346,380.5,0,217,False,1180731376
False,1,1,1,0,2,2,1728,11,1.739594907,164,8237,1.574846475,5123,True,1180755788
False,1,1,1,0,2,5,150,1,3.922534722,2,8,1.254937195,4,False,1180956767
True,1,1,1,0,12,3,3828,11,5.28443287,290,8238,1.189235065,5124,False,1180964240
False,1,1,1,0,3,3,1390,11,34.1462037,164,8239,1.029285832,5125,False,1180967141
False,2,2,2,0.811278124,5,3,2888,11,45.33773148,220,8240.5,1.011201679,5126,False,1180970142
False,1,1,1,0,4,2,1894,11,5.472569444,280,8242,1.182729522,5127,True,1181030247
False,1,1,1,0,2,2,1390,11,0.953252315,166,8243,2.049040201,5128,False,1181049502
False,2,2,2,0.477071306,33,6,855,11,43.26520833,188,8244.5,1.702642426,1544,False,1181111494
False,1,1,1,0,2,2,3846,11,1.709780093,292,8246,1.584870536,5130,False,1181111965
True,1,14,14,3.509810315,65,65,1645.857143,11,0,1588,8253.5,0,5144,True,1181127749
True,1,1,1,0,6,6,3056,11,0,61,8261,0,5145,False,1181127754
False,1,1,1,0,224,226,452,1,85.85961806,4,8262,1.011646919,1545,False,1181127953
False,1,1,1,0,2,4,1390,11,0.213622685,170,8263,5.681150783,5146,False,1181129951
False,1,1,1,0,4,2,786,11,0,91,8264,0,5147,False,1181132151
False,1,1,1,0,3,3,3260,11,0,265,8265,0,5148,True,1181147231
False,1,1,1,0,48,10,420,10,0,9,8266,0,1546,False,1181210819
False,1,1,1,0,31,25,374,11,1.174050926,22,8267,1.851751809,1547,False,1181212932
False,1,1,1,0,2,2,1192,11,0,139,8268,0,5149,False,1181219126
False,1,1,1,0,1,1,74,9,331.9755556,4,8269,1.00301227,31,False,1181283496
True,1,1,1,0,4,4,392,11,29.15586806,58,8270,1.034298413,5150,False,1181291114
False,1,1,1,0,4,4,788,11,1.841678241,92,8271,1.542983013,5151,False,1181291272
False,1,1,1,0,25,24,2980,11,3.719606481,212,8272,1.268845644,5152,False,1181291516
True,1,1,1,0,8,18,3114,11,1.897858796,284,8273,1.52690959,5153,False,1181291724
False,1,1,1,0,28,1,369,1,0,9,8274,0,1548,False,1181319106
False,1,1,1,0,2,1,397,1,0,11,8275,0,1549,False,1181319398
False,1,1,1,0,14,5,291,11,0,63,8276,0,5154,False,1181542534
False,1,1,1,0,1,1,1602,11,0,39,8277,0,5155,False,1181543596
False,1,1,1,0,27,1,4606,11,0,247,8278,0,5156,True,1181544923
False,1,1,1,0,3,29,1790,11,32.33318287,28,8279,1.030927979,1550,False,1181545057
False,1,1,1,0,4,33,398,1,2.620196759,12,8280,1.381650728,1551,False,1181545783
False,1,1,1,0,13,10,405,11,0,11,8281,0,5157,False,1181549679
False,1,1,1,0,2,2,1898,11,0,285,8282,0,5158,False,1181568395
False,1,1,1,0,6,1,1099,11,0,91,8283,0,5159,False,1181593094
True,1,1,1,0,11,7,1204,11,94.94731481,86,8284,1.010532157,5160,False,1181636300
False,4,4,4,1.891061112,9,9,527,11,58.75124132,374,8286.5,1.023551833,5161,False,1181638730
False,1,4,4,1.840776534,0,2785,696.25,1,0,12,8290.5,0,5165,False,1181639468
False,1,1,1,0,17,2,345,11,0,15,8293,0,954,False,1181642881
True,1,1,1,0,2,2,360,11,0,17,8294,0,955,False,1181642932
True,1,1,1,0,10,4,4632,11,2.197835648,248,8295,1.454993075,5166,False,1181734816
False,1,8,8,2.563716987,19,19,214.5,11,119.0307118,206,385.5,1.005983173,36,False,1181756016
False,1,1,1,0,3,3,88,11,0.000740741,28,390,1351,37,False,1181756080
False,1,1,1,0,1,1,2012,11,0,113,391,0,218,False,1181764437
False,1,1,1,0,1,1,2012,11,0,115,392,0,219,False,1181834925
False,1,1,1,0,4,1,2015,11,0,117,393,0,220,False,1181835437
False,1,1,1,0,5,5,806,11,0,57,394,0,38,False,1181847210
False,1,1,1,0,1,1,128,11,1.086967593,28,395,1.91999063,39,False,1181849930
False,1,1,1,0,38,23,1602,11,4.060891204,40,8296,1.246251365,5167,False,1181894457
False,1,2,2,0.999991044,1419,0,709.5,1,0,2,8297.5,0,135,False,1181897297
False,1,2,2,0.964078765,11,7,1385,11,35.79915509,202,8299.5,1.020950215,5169,False,1181907736
True,1,3,3,1.485475297,10,10,355.3333333,11,0,99,8302,0,405,False,1181910775
False,1,3,3,1.485475297,10,10,355.3333333,11,0.042835648,102,8305,15.26641448,408,False,1181914476
False,1,3,3,1.277360085,22,5,795.6666667,11,0,151,8308,0,5172,False,1182056964
False,1,1,1,0,1,1,1650,11,0,45,8310,0,5173,False,1182057056
True,1,1,1,0,12,3,1737,11,0,167,8311,0,5174,False,1182057395
False,1,1,1,0,2,2,578,11,11.77827546,50,8312,1.084902073,5175,False,1182145392
False,1,2,2,0.870067031,200,336,1351,1,0,6,8313.5,0,137,False,1182145574
False,1,2,2,0.988610923,0,1283,1283,1,0.001053241,8,8315.5,713.0879121,139,False,1182145665
False,1,1,1,0,2,2,18,10,0,15,8317,0,140,False,1182145890
False,1,1,1,0,113,0,0,1,0,0,8318,0,1552,True,1182156136
False,1,1,1,0,3,1,1212,11,7.089803241,88,8319,1.141047638,5176,False,1182248859
False,1,1,1,0,2,2,1792,11,0,149,8320,0,5177,False,1182335211
False,1,1,1,0,27,6,111,11,0,11,8321,0,5178,False,1182336062
False,1,1,1,0,1,1,38,10,0,15,8322,0,409,False,1182419526
False,1,1,1,0,18,20,2848,11,50.99800926,72,8323,1.019608609,5179,True,1182423137
True,1,1,1,0,5,4,2845,11,0,75,8324,0,5180,False,1182426091
False,1,1,1,0,90,102,2126,11,44.83863426,112,8325,1.022302196,5181,True,1182524080
False,1,1,1,0,32,3,487,10,0,11,8326,0,1553,False,1182524120
False,1,1,1,0,10,5,3265,11,0,267,8327,0,5182,False,1182524200
False,2,3,3,1.577889108,30,22,1390.666667,11,122.3639892,170,8329,1.005818069,1555,False,1182524225
False,1,1,1,0,11,10,532,11,64.03533565,64,8331,1.015616378,5184,True,1182524337
False,1,1,1,0,41,1,2082,11,0.017893519,72,8332,56.88615783,1556,False,1182525771
False,1,1,1,0,197,4,2037,11,0,69,8333,0,1557,False,1182526199
False,1,1,1,0,2,2,2162,11,2.638217593,74,8334,1.379043792,1558,False,1182753713
False,1,1,1,0,2,2,1386,11,0,79,8335,0,5185,False,1182755171
False,2,2,2,0.305400571,29,26,541.5,11,0,46,8336.5,0,1559,False,1182756858
True,1,1,1,0,14,12,2104,11,0,115,8338,0,5186,False,1182756973
False,1,1,1,0,17,5,2174,11,0,77,8339,0,1560,False,1182758180
False,1,1,1,0,18,22,2226,11,0,71,8340,0,1561,False,1182764609
False,1,1,1,0,67,2,2251,11,0,79,8341,0,1562,False,1182766659
False,1,1,1,0,4,4,2316,11,0,81,8342,0,1563,False,1182769930
False,2,2,2,0.439496987,38,28,2216,11,0,200,8343.5,0,1564,False,1182770908
False,1,1,1,0,8,6,1258,11,39.63825231,50,8345,1.025228156,5188,False,1182771672
False,1,1,1,0,7,7,604,10,0,9,8346,0,1565,False,1182771911
False,1,1,1,0,11,2,1524,11,13.33680556,206,396,1.074980474,16,False,1182791030
False,1,1,1,0,22,4,4662,11,0,251,397,0,221,True,1182804926
False,1,2,2,0.868040399,22,54,1172,11,0,150,398.5,0,223,False,1182805021
False,1,1,1,0,3,2,341,1,0,15,400,0,100,False,1182805077
False,1,1,1,0,58,95,2126,11,0.397337963,118,401,3.516749199,224,False,1182805238
True,1,1,1,0,2,1,535,11,0,67,402,0,225,False,1182879506
False,1,1,1,0,6,10,256,11,113.3472222,12,8347,1.008822448,5189,False,1182880486
False,1,1,1,0,3,2,2316,11,1.268668981,84,8348,1.788227674,1566,False,1182880521
False,1,1,1,0,1,2,488,11,71.01921296,28,8349,1.014080697,5190,False,1182883876
False,1,1,1,0,3,3,2222,11,2.352615741,72,403,1.42505879,101,False,1182967875
False,1,1,1,0,2,3,342,1,1.903298611,16,404,1.52540363,102,False,1182969522
False,1,1,1,0,70,2,516,10,5.718460648,12,8350,1.174872236,1567,False,1183018195
True,1,2,2,0.149303808,222,245,1116.5,11,0,54,405.5,0,104,False,1183057706
False,1,2,2,0.996995427,37,25,1611,11,0,234,407.5,0,227,False,1183057765
False,1,1,1,0,3,2,2222,11,1.076064815,74,409,1.929312051,105,False,1183060847
False,2,2,2,0.918295834,5,4,1642,11,59.81625,134,8351.5,1.143918362,1568,True,1183114386
False,1,1,1,0,9,8,249,11,0,15,8353,0,5192,True,1183114660
False,1,1,1,0,2,1,2318,11,2.713368056,86,8354,1.368545652,1569,False,1183114956
False,1,1,1,0,9,8,1542,11,3.785300926,208,8355,1.264179789,141,False,1183118080
False,1,1,1,0,7,2,637,10,0,25,8356,0,1570,False,1183363710
False,1,1,1,0,52,1,4731,11,0,253,8357,0,5193,True,1183372171
False,1,1,1,0,8,64,3790,11,0,295,8358,0,5194,False,1183372254
False,1,1,1,0,2,2,4782,11,0.028564815,254,8359,36.00810373,5195,False,1183374639
False,1,1,1,0,2,3,1898,11,20.90578704,286,8360,1.047833645,5196,False,1183374655
False,1,1,1,0,2,2,120,10,193.7822454,22,8361,1.005160431,5197,False,1183374921
False,1,3,3,0.71288925,157,55,250.6666667,11,503.4409298,56,8363,1.000889112,5200,False,1183374967
False,1,1,1,0,2,2,604,10,7.006516204,10,8365,1.142724283,1571,True,1183377274
False,1,1,1,0,5,5,604,10,0,13,8366,0,1572,True,1183377445
False,3,3,3,1.459147917,6,6,599.3333333,11,14.52895062,372,8368,1.128958898,5201,False,1183387148
False,1,1,1,0,2,1,341,1,0,19,8370,0,1573,False,1183387741
False,1,1,1,0,7,8,424,10,221.8441435,22,8371,1.004507669,1574,True,1183391321
False,1,1,1,0,3,15,480,8,183.0446296,34,8372,1.005463149,1575,False,1183391837
False,1,1,1,0,11,2,377,11,0,21,8373,0,957,False,1183465685
False,2,3,3,1.016879181,200,80,793.3333333,11,123.1058333,148,8375,1.005608986,1576,True,1183466116
False,1,1,1,0,7,4,1510,11,0.010358796,52,8377,97.53631285,5204,True,1183467011
False,1,1,1,0,2,3,824,11,0.010775463,94,8378,93.80343716,5205,True,1183467047
False,1,1,1,0,1,1,144,1,29.05568287,4,10,1.034416675,6,False,1183467178
False,1,1,1,0,2,2,1516,11,0.018564815,54,8379,54.86533666,5206,False,1183468615
False,1,1,1,0,4,2,462,11,0,25,410,0,106,False,1183470419
False,1,1,1,0,2,2,1544,11,0,213,8380,0,143,False,1183473432
False,1,1,1,0,120,125,2224,11,4.906608796,76,411,1.203806752,107,False,1183484778
False,1,1,1,0,5,2,539,11,0,85,8381,0,5207,True,1183529113
False,1,1,1,0,1,0,19,10,0,17,8382,0,144,False,1183530047
False,2,86,86,6.034984871,10741,10649,290.0465116,11,152.3704534,924,8425.5,1.722427219,1661,False,1183533880
False,1,1,1,0,445,541,1732,11,0.019016204,216,8469,53.58673159,146,False,1183535523
False,1,1,1,0,2,2,1540,11,0.017835648,218,8470,57.06748864,147,False,1183537064
False,1,1,1,0,4,10,1744,11,0,33,8471,0,1662,False,1183537548
False,1,6,6,1.556143625,139,154,1177,11,27.50295718,222,8474.5,1.062728778,1668,False,1183537901
False,1,1,1,0,7,9,2210,11,0.008321759,82,8478,121.1668985,1669,False,1183538620
False,1,1,1,0,35,11,2206,11,0.050208333,84,8479,20.91701245,1670,False,1183542958
False,1,1,1,0,133,12,2254,11,0.052743056,86,8480,19.959842,1671,False,1183547515
False,1,1,1,0,39,39,434,11,139.5577778,28,8481,1.007165491,5208,False,1183547532
False,1,1,1,0,0,14,1576,11,0,49,8482,0,5209,False,1183548239
False,1,3,3,0.921928095,10,10,354,11,19.18191358,104,8484,1.032031242,413,False,1183550278
False,1,1,1,0,232,11,2496,11,0.048969907,88,8486,21.42070433,1672,False,1183551746
False,1,1,1,0,671,0,0,1,0,0,8487,0,5210,True,1183555152
False,2,4,4,1.143899096,265,46,999.25,11,0,96,8489.5,0,1673,False,1183559458
False,1,1,1,0,1,9,436,11,0.001006944,2,8492,994.1034483,1674,False,1183559545
False,1,1,1,0,2,5,2018,11,20.01461806,118,8493,1.049963482,5214,False,1183564700
False,1,1,1,0,4,3,2939,11,0,91,412,0,108,False,1183565171
False,1,1,1,0,9,13,2940,11,0.014097222,92,8494,71.93596059,1675,False,1183566389
False,1,2,2,0.809412534,130,83,2664,11,104.0524711,34,8495.5,1.005220691,959,False,1183620696
False,1,1,1,0,4,7,3267,11,0,269,8497,0,5215,False,1183620758
False,1,1,1,0,3,10,288,9,428.0151505,20,8498,1.002336366,5216,False,1183624924
False,1,1,1,0,20,8,3106,11,0,287,8499,0,5217,False,1183634759
False,1,1,1,0,2,1,3265,11,0,271,8500,0,5218,False,1183634795
False,1,1,1,0,4,2,310,11,0,85,8501,0,5219,False,1183634820
False,1,2,2,0.969204095,45,23,1637,11,0,184,8502.5,0,5221,False,1183634834
False,1,1,1,0,151,155,2928,11,0,95,8504,0,1676,False,1183634854
False,1,1,1,0,47,109,2862,11,0,97,8505,0,1677,False,1183635984
False,1,1,1,0,2,2,2800,11,0.026631944,98,8506,38.54889179,1678,False,1183638285
False,1,1,1,0,2,2,3118,11,0,289,8507,0,5222,False,1183652413
False,1,2,2,0.780726759,1324,1388,1368,11,0,102,413.5,0,110,True,1183662155
False,1,1,1,0,4,4,1416,11,0.031319444,102,415,32.92904656,111,False,1183664861
False,1,1,1,0,1,0,1708,11,1.47193287,36,416,1.679378809,112,False,1183665076
False,1,1,1,0,21,21,1562,11,1.8328125,50,8508,1.545609548,5223,False,1183706594
False,1,1,1,0,4,6,720,11,0,105,8509,0,5224,False,1183706640
False,1,1,1,0,7,8,1357,11,0,5,8510,0,5225,False,1183707842
False,1,1,1,0,2,2,1356,11,0,7,8511,0,5226,False,1183707880
False,1,1,1,0,213,247,3056,11,29.87813657,62,8512,1.033469289,5227,True,1183709225
False,1,1,1,0,27,8,317,4,0,21,8513,0,1679,False,1183726139
False,1,1,1,0,129,226,1256,11,1.015127315,2,417,1.985098111,113,True,1183749862
False,1,1,1,0,5,8,3263,11,0,273,418,0,228,True,1183749918
False,1,1,1,0,11,13,462,11,0,27,419,0,114,False,1184013091
False,1,1,1,0,1,0,38,1,167.9932176,12,420,1.005952621,17,False,1184014543
