NS	Entrophy	AGE	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
1.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
2.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.02	0.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
3.0	0.0	1.0	
